SESSION,hyena_count,lion_count,note_quality,food_present,session_error_notes,notes,entry_complete,who_checked,date_checked,entered_by,entry_date,who_starts_with_food,who_ends_with_food,do_hyenas_eat,no_intx_yes_no
t3068.11,1,3,2,TRUE,,3 adult male lions have gnu they are 250m S of 02. 02 wlk N. no intx.,TRUE,,,SSM,09-Jul-14,lions,lions,no,TRUE
t30804,4,6,2,TRUE,,hyenas 100m away from lions. Too dark for videos. Later on find remains of a zebra (just skull left). AL has a hoof.,TRUE,,,SSM,25-Mar-14,hyenas,hyenas,scraps,TRUE
t30995,1,,1,FALSE,lions are present,AM walks. 200m away lions are present.,TRUE,,,SSM,28-Mar-14,,,,TRUE
t31033,16,1,3,FALSE,There is 1 lioness,one lioness 50m away.,TRUE,TMM,16-Apr-14,SSM,25-Mar-14,,,,TRUE
t31094,24,5,2,TRUE,missing bp from list. Kdy not present assumed nxn/kdy is nxn. 1 of the lions is a subadult male and the other 4 are adult females.,"Incomplete CIs due to darkness and many hyenas.  Fresh adult topi kill. Appears to be killed by hyenas and stolen by lions. Hyenas bloody. 1 subadult male, 4 lionesses. Hyenas and lions play tug-of-war w/ carcass, very exciting!",TRUE,,,SSM,25-Mar-14,lions,both,feed,FALSE
t31148,6,6,3,FALSE,,,TRUE,,,SSM,27-Mar-14,,,,FALSE
t31229,35,5,2,TRUE,"missing AL from hyena list. There are TWO unknown lions, 1 adult male lion, and 2 adult female lions.",Incomplete CIs from 0737-0745 due to many hyenas scattered. 2 separate scenes? Fresh adult Gnu kill. At one scene unknown number/sex/age of lions and unknown kill. Lions dominate kill. no hyenas bloody,TRUE,,,SSM,03-Apr-14,lions,lions,feed,FALSE
t31375,3,4,2,FALSE,,hyenas so 50m or more from 4 lionessese,TRUE,,,SSM,27-Mar-14,,,,TRUE
t31393,2,3,2,FALSE,,hyenas wlk 100m from 3 so lionesses,TRUE,TMM,16-Apr-14,SSM,27-Mar-14,,,,TRUE
t31464,1,4,2,FALSE,"CSN is no vis, so not present.",FT hyena wlks. 4  lions (unclear age/sex) are over 100m away.,TRUE,,,SSM,27-Mar-14,,,,TRUE
t31472,1,,1,TRUE,,"mali lopes carrying fresh young tommi kill, notes state mali is probably running from a group of lions. No lions seen.",TRUE,,,SSM,27-Mar-14,hyenas,hyenas,feed,TRUE
t31473,1,5,2,FALSE,,"kdy runs twd talek L, 1 male 4 female lions 100m E.",TRUE,,,SSM,27-Mar-14,,,,TRUE
t3148,10,6,2,TRUE,"BSH is BRSH, QUAI is QUAIL and MU is MUTT in notes. Missing from IDs:",FAS on SY 0720-0731.  old wildabeest leg ( still a little pink). Wildabeest kill E side of JH. FAS on SY 0742-0749. hyenas don’t get that much food but more than scraps.,TRUE,,,SSM,22-Jul-14,lions,lions,feed,FALSE
t31531,1,,2,FALSE,,"Nav (fat) st/lk at lions(don’t know number/age/sex). Lions wan 150m from Nav, so.",TRUE,,,SSM,27-Mar-14,,,,TRUE
t3156,3,2,2,TRUE,,remains of an old kill from yesterday 2 lionesses so in den 1 crk bushes. FAS RCN and FA 0733-0749. hyenas lv kill. Lion eats at end but hyenas took some food with them.,TRUE,,,SSM,23-Jul-14,both,both,feed,TRUE
t31592,8,3,3,TRUE,,lions fd on scraps. Both lions and hyenas have scraps.,TRUE,TMM,16-Apr-14,SSM,28-Mar-14,lions,hyenas,feed,FALSE
t31600,17,4,3,TRUE,,only one lion has bone scrap at beginnning of session.,TRUE,,,SSM,03-Apr-14,lions,lions,no,TRUE
t31660,8,4,2,FALSE,,at least 8 fig T hyenas so 15-50m from 4 lions.,TRUE,,,SSM,28-Mar-14,,,,TRUE
t31778,4,4,2,FALSE,,4 lionesses so 100m away from the hyenas.,TRUE,,,SSM,28-Mar-14,,,,TRUE
t31786,17,2,3,TRUE,,Fresh topi skull and some scraps. Mali fd at beginning of session,TRUE,,,SSM,03-Apr-14,hyenas,hyenas,feed,FALSE
t31836,3,2,2,FALSE,,hyenas various distances apart. Lions so 100m away at talek L.,TRUE,TMM,16-Apr-14,SSM,28-Mar-14,,,,TRUE
t3185,8,2,2,FALSE,,FAS on SY 0631-0645. 2 male lions 250m E. no intx.,TRUE,,,SSM,26-Jul-14,,,,TRUE
t3192,20,2,2,TRUE,SCAR is SF in notes.BSH is BRSH and MU is MUTT and QUAI is QUAIL in notes.,wildabeest kill in bushes. Hyenas have head. Many animals oos in bushes. Incomplete Cis casue of bushes. Unsure of age/sex of lions at end. Don’t know sex of first lion. FAS SF 0633-0645. FAS FN0706-0709. FAS MU 0718-0727.,TRUE,,,SSM,09-Jul-14,hyenas,hyenas,feed,FALSE
t31969,1,6,1,TRUE,,"5 lionesses and 1 male eating subadult topi kill. Notes say ""our hyenas are over there"" SHB wan snf biscuit 60m away from lions.",TRUE,,,SSM,28-Mar-14,lions,lions,no,TRUE
t32018,11,1,2,TRUE,,"incomplete CIs from 0628-0638. subadult topi kill, ""looks like hyenas killed it lioness stole it"" hyenas bloody.",TRUE,,,SSM,01-Apr-14,lions,hyenas,feed,FALSE
t3210,16,,2,TRUE,SCAR is SF in notes.  QUAI is quail in notes.,FAS SF 0620-0642. FAS SF 0647-0656. end of kill. Baiting. Lion roar to S. No intx. Lion/s only heard not seen,TRUE,,,SSM,09-Jul-14,hyenas,hyenas,feed,TRUE
t32167,1,1,2,FALSE,,CSN so less than 100m away lioness so,TRUE,,,"S


SSM",01-Apr-14,,,,TRUE
t32210,4,7,2,TRUE,,"fresh zebra kill, legs, ribs, pelvis left probably killed by lions",TRUE,,,SSM,01-Apr-14,lions,hyenas,feed,FALSE
t3264,11,,2,FALSE,JJ is JU in notes. QUAI is QUAIL in notes.,lion roars in background no one lifts head. No intx. Lion/s never seen only heard.,TRUE,,,SSM,09-Jul-14,,,,TRUE
t32746-mr,10,7,2,TRUE,,"2 carcasses, lions fd on wildabeest calf, hyenas fd on yng impala. WIZ fds 150m away from lions. No intx",TRUE,,,SSM,23-Apr-16,both,both,feed,TRUE
t32749-mr,2,9,2,TRUE,,"1 lion fd gnu carc 7-8 other lions present. Hyenas st/lk 75-115 m away. 0656 lioness present? Fresh kill w/skin and flesh  on ribs, vertebrae, head and neck. No intx.",TRUE,,,SSM,25-Apr-16,lions,lions,no,TRUE
t32816-mr,7,2,2,FALSE,,incomplete Cis. Lion kills hyena,TRUE,,,SSM,25-Apr-16,,,,FALSE
t32875-mr,1,2,2,FALSE,,"unID ad female. 200m 2 lionesses, unID st/lk at lionesses the lope E. no intx.",TRUE,,,SSM,25-Apr-16,,,,TRUE
t32883-mr,1,7,2,TRUE,female lions should be adults. End time should be 9:36,6 female 1 adolecent male fd on gnu carc. unID sit/lk. No intx.,TRUE,,,SSM,25-Apr-16,lions,lions,no,TRUE
t3290,5,15,2,FALSE,,unknown age/sex of lions. FAS on RCN 1824-1840. lions so 70m S of RCN. No intx.,TRUE,,,SSM,13-Jul-14,,,,TRUE
t32922-mr,10,1,2,TRUE,liones should be adult,"incomplete Cis 0641-0700. hyenas soc snf in beginning. unID whoops and dty,trt,cut,hft lop in direction of whoop (new lcoation). Hyenas slightly fat and bloody. Fresh ad gnu carc skull, vert, ribs, tail remain. Lioness wlk W 0658. no intx.",TRUE,,,SSM,25-Apr-16,hyenas,hyenas,feed,TRUE
t32942-mr,8,8,2,TRUE,,8 lions total. 4-5 juv malesw w/no manes and 2-3 females fd on gnu calf carc. One more juv male sit/lk. Predator box esitmates high,TRUE,,,SSM,25-Apr-16,lions,lions,scraps,FALSE
t32987-mr,2,2,2,FALSE,,2 lions wlk S calling softly. Obs doiesnt notice them til the end. No intx.,TRUE,,,"SSM
SSM",25-Apr-16,,,,TRUE
t33053-mr,1,1,2,FALSE,lioness should be adult. End time should be 8:08,"hyena so, 500m 1 lioness slk SW. no intx.",TRUE,,,SSM,25-Apr-16,,,,TRUE
t33096-mr,16,2,2,TRUE,,adult wildabeest carc largely inatact and untouched. Obs hears adolecent male lion calling to adult female lion who is 200m NW. incomplete Cis 1837-1900.,TRUE,,,SSM,08-May-16,lions,hyenas,feed,FALSE
t33114-mr,6,2,3,TRUE,,Ad gnu carc head nack vert ribs skin legs remain. Hyenas bloody fat. Obs see 2 ad male wlk SW  on road one ahd bloody paw. No intx.,TRUE,,,SSM,25-Apr-16,hyenas,hyenas,feed,TRUE
t33257-mr,11,3,3,TRUE,end time should be 8:01,hyena fd on lower half of hatebeest leg. 1 ad male and 1 ad femakle 400-500m . Later find 2 Male and lioness at scene of kill? No intx.,TRUE,,,SSM,25-Apr-16,hyenas,hyenas,feed,TRUE
t3336,29,3,1,TRUE,"missing JAB form list. HK is HLK, SD is SDY, SCAR is SF, and BSH is BRSH in notes.",incomplete Cis almost no info. 3 lions (unknown age/sex) and 29 hyenas wildabeest kill. Don’t know who starts/ends/feeds. No behaviors.,TRUE,,,SSM,19-Jul-14,,,,FALSE
t3337,13,2,2,FALSE,"1 unID big muddy male. BSH is BRSH, JJ is Ju, SD is SDY, and HK is HLK in notes.",2 young male lions so 150m W of den. No intx. FAS on GAN 1836-1844.,TRUE,,,SSM,19-Jul-14,,,,TRUE
t33387-mr,2,2,2,FALSE,,2 ad female lions so. WND st/lk 25m from lions. CUT 45m from lions. CUT wlk past lions past at 50m. No intx.,TRUE,,,SSM,25-Apr-16,,,,TRUE
t33392-mr,28,5,2,TRUE,,incomplete Cis. Possibly 4 unID hyena count may be off. 1826 lioness kill zebra foal. Hyenas broefly have carc. Obs nvr says they fd. Is it inferred?,TRUE,,,SSM,27-Apr-16,lions,lions,,FALSE
t33425-mr,9,4,1,TRUE,,"See notes. Incompete Cis darkenss. At least 2 female lions, and 2 cubvs in bushes have kill cant identify maybe 1-2 zebra. See lions at 1923. 1905 lots of whooping and noise S/SW could be LHintx. No intx written in notes.",TRUE,,,SSM,25-Apr-16,lions,lions,no,TRUE
t33439-mr,1,3,2,FALSE,,"WND so 75m from 3 so lions (2 yng ad female, 1 juv male mane not fully developed)WND goes oos. Lions wlk NW. no intx. ** unID whoop in distance WND st/lk, note not part of session. **",TRUE,,,SSM,25-Apr-16,,,,TRUE
t33445-mr,3,7,2,FALSE,,hyenas bloody st/lk lions wlk NW 40m away. 0628 hyena whoops. No intx.,TRUE,,,SSM,25-Apr-16,,,,TRUE
t33446-mr,6,6,2,FALSE,,bushes. Lions so 50m away from hyenas.  No intx. Hyenas and lions in and out of bushes,TRUE,,,SSM,27-Apr-16,,,,TRUE
t3347,5,1,1,TRUE,lioness is adult. QUAI is QUAIL in notes,this session is very unclear as to who starts/ends with food as well as if hyenas fd or only get scraps. Wildabeest ribs. Kill? Incomplete Cis.,TRUE,,,SSM,13-Jul-14,lions,lions,scraps,FALSE
t33509.1-mr,4,10,2,FALSE,,"7 lionesses, 1 ad male lion mane not fully developed, 1 adolecent male mane starting to deveop, 1 cub. Hyenas wlk NW. obs taking photos. Wan snf 40m from lions. Lions agg on each other. At end session lions 225m from hyenas so.",TRUE,,,SSM,27-Apr-16,,,,TRUE
t3357,8,3,2,FALSE,missing JH form list. BSH is BRSH in notes.,FAS EN 0629-0702. FAS FN 0725-0806.,TRUE,,,SSM,19-Jul-14,,,,TRUE
t33593-mr,6,1,2,TRUE,,ad male lion full mane so in bushes 75-100m form hyenas half eaten zebra carc hyena go in/out bushes,TRUE,,,SSM,27-Apr-16,lions,lions,no,FALSE
t33595-mr,8,1,2,TRUE,,hyenas 125m from lion. Same lion from 33593. ad male lion move zebra carc so in bushes. No intx.,TRUE,,,SSM,27-Apr-16,lions,lions,no,TRUE
t3367,6,,2,FALSE,JJ uis JU in notes.,@1855 lion/s roart to E SCY and LG orient. No intx. Lions only heard not seen.,TRUE,,,SSM,19-Jul-14,,,,TRUE
t3370,7,2,2,FALSE,"lions are adults. BERN is bernie, SCAr is SF, JJ is JU in notes.",FAS on Hol 0707-0749. 2 male lions so 100m S of Den. No intx.,TRUE,,,SSM,19-Jul-14,,,,TRUE
t33722-mr,1,1,2,FALSE,,WND so ad female lion wlk arr 25-30m from hyena. Ignore. No intx.,TRUE,,,SSM,23-Apr-16,,,,TRUE
t3374.5,12,4,2,TRUE,"BSH is BRSH, QUAI is QUAIL in notes.","Date unknow on sheet. I think its december 30, 1992 at night. Baby zebra kill. Hyenas kill (BRSH, WHO, DJ). Low light assume obs cannot see all. It seems like most food was gone when lions arr.",TRUE,,,SSM,19-Jul-14,hyenas,hyenas,feed,FALSE
t339,13,,3,FALSE,"B is BALDY, SLA is Slash and SL in notes, HVY is HARVEY in notes.",lion/s roar in distance SLA orients. No intx. FAS AP  1708-1724. FAS SLA 1729-1753. FAS WH 1709-1722. FAS B 1729-1804.,TRUE,,,SSM,12-Jun-14,,,,TRUE
t339.1,21,1,3,TRUE,SHER is SH in notes and SLA is SL in notes.,lion is in bad condition. (notes are hard to read). Lion is eating something.,TRUE,,,SSM,12-Jun-14,lions,lions,no,FALSE
t34708,1,5,1,TRUE,,LDV 100 away from 5 lions fd on topi/gnu,TRUE,,,SSM,01-Apr-14,lions,lions,no,TRUE
t3488,6,1,3,FALSE,"Lion only referred to as a ""female lion"", so its age should be changed to ""unknown."" BERN's abbreviation is incorrectly written as ""BER"" in the notes",Flw PP east of den to where lion so. PP stops 50m - lion then walks N,TRUE,,,JMP,17-Apr-14,,,,TRUE
t3489,14,3,3,FALSE,"The lions are all subadult males, not females! FA, HP & BSH (abbreviation incorrectly written as ""Brsh"" in notes) should all be added to IDs present, and the N ID Hyenas changed to 14","When arr, 2 sub male lions so 40m - another sub male lion. Hyenas 70-80ish m from the 2 lions that are so together. FAS on RCN 0641-0732. ""Car w/James arrives"" at 0656. Hyenas lv area of lions",TRUE,,,JMP,17-Apr-14,,,,TRUE
t3512,29,3,1,TRUE,"The lions are 3 subadult male lions! JJ & PKY should be incl in IDs present, and the N ID Hyenas=29. Start time should be 0627, although there is some preliminary info written above w/o a time","VT of this sess, w/some AT supplement. No tape ID #'s given. Arr, many hys, ~20 so arnd 3 sub m lions fd fresh zeb carc. ""obviously a hyena kill-many hyenas are bloody, lions are not."" ""Check VT for all info""-no transcrip. 0640-0850, then all mating stuff",TRUE,,,JMP,17-Apr-14,lions,,,FALSE
t35226,13,1,1,FALSE,,lion in bushes about 40m away from hyenas,TRUE,,,SSM,01-Apr-14,,,,TRUE
t3561.6,1,3,1,FALSE,,unknown sex of lions. Zip so near 3 young lions. No intx.,TRUE,,,SSM,13-Jul-14,,,,TRUE
t3563,14,4,2,TRUE,"lionesses are adults. SCAR is SF, QUAI is QUA, LG is LGW in notes.",kill remains (don’t know what) kill over heynas dispersing. 4 lionesses in a bush near by. No intx.,TRUE,,,SSM,13-Jul-14,hyenas,hyenas,scraps,TRUE
t35671,8,1,2,TRUE,,lioness wlk with part of wildabeast carcass 150m away from hyenas.,TRUE,,,SSM,01-Apr-14,lions,lions,no,TRUE
t3586,9,1,3,TRUE,"FA should be incl in IDs present (end of 0737), making the N ID Hyenas 9. QUAI's abbreviation is incorrectly written as ""QUA"" in the notes. The male lion's age is never mentioned, so it should be changed to ""unknown""",hyena (LG) kills m tommie in previous sess (oddly sess #5043).Now hys moved up a hill w/remaining parts of kill (seems to be just skin left). A m ln is some few hundred m away @ st when obs reach top of hill. 1 arriving hy fat. Sess in NB 28v.1,TRUE,,,JMP,12-Apr-14,hyenas,,feed,FALSE
t36412,27,2,1,TRUE,"3 unID. ""Big male lions"" = the lions are probably adults.",incomplete CIS due to confusion. Zebra kill. Hyenas bloody. At the end of session hyenas are split in 3 big groups.,TRUE,,,SSM,01-Apr-14,hyenas,lions,feed,FALSE
t36570,20,1,2,FALSE,BAC should be BACC. Spelling. 1 uniD. Context should be c.,incomplete CIs. Big group of hyenas and a female lion so. Note says that hyenas seem to be mobbing the lioness causing her to move. Hyenas were continually brt app lioness in small groups up to 1m. No indication of kill except bloody hyenas some hair.,TRUE,TMM,16-Apr-14,SSM,01-Apr-14,,,,FALSE
t36578,4,1,2,FALSE,,"hyenas lope arr, female so",TRUE,,,SSM,01-Apr-14,,,,FALSE
t36660,7,1,2,TRUE,,"big male impala kill. Skull left, skin intact, part of spine and rib cage left. Hyenas are fat and bloody. Kill is in tall graas so sometimes hard to see what part of kill hyenas are feeding on. Lion is only said to be sub-adult, don’t know sex.",TRUE,,,SSM,06-Apr-14,hyenas,hyenas,feed,FALSE
t36673,11,5,1,TRUE,note says 5 lions but only describes 4,"incomplete CIs at 1859 dark and the hyenas are spread out. Big male eland carcass (note says it’s a lion kill) 5 lions (2 subadult  males, 2 females) so 100m away. Carcass very clean, no flesh except on skull. Remains are skull, rib cage,spine and pelvis.",TRUE,,,SSM,06-Apr-14,hyenas,hyenas,feed,FALSE
t36890,1,5,2,FALSE,,5 female lions 8-m from jut.,TRUE,,,SSM,06-Apr-14,,,,TRUE
t36950,7,3,3,FALSE,lions are all adults,interactions happen at far distances,TRUE,TMM,06-May-14,SSM,06-Apr-14,,,,FALSE
t36973,9,1,2,FALSE,,1916 incomplete CIs  until the end.,TRUE,,,SSM,09-Apr-14,,,,FALSE
t37110,7,6,3,TRUE,,"Can't tell what kind of ungulate, but fresh and not much left. Only one hyena mentioned with bone scrap. Incomplete CIs from 0605-0640. at the end of the session lions are so or oos.",TRUE,,,SSM,09-Apr-14,lions,lions,scraps,FALSE
t3716,4,3,3,FALSE,"QUAI's abbreviation incorrectly written as ""QUA"" in the notes","At start obs by 1 hyena, who wlk - NW 150m - 2 other hyenas who wlk - N. Obs move over to 2 hyenas and there are lions in the vicinity (see 0643 event)",TRUE,,,JMP,15-Apr-14,,,,FALSE
t37197,7,3,2,TRUE,,hyena kill.,TRUE,,,SSM,09-Apr-14,hyenas,lions,feed,FALSE
t37227,1,6,3,FALSE,,"mojo so from 5 lionesses and 1 dult male lion 150m. 7 combis watching lions, mojo lv due to combies.",TRUE,,,SSM,09-Apr-14,,,,TRUE
t3723,17,3,3,FALSE,"SF and HK are listed as present, although SF is said in the masterlist to have been found dead on 6 Aug of 1991, so that should be fixed. SCAR is not present. The N ID Hyenas should be 17","This sess is in 2 dif books, 29 v.1 and 29v. 2, with no note in either about the other. The one in 29v.2 is hard to find; it's on pg 238. Call-in sess for darting, with only names written (still gave a ""3"" b/c I assume that was protocol). 3 lions come - N",TRUE,,,JMP,15-Apr-14,,,,TRUE
t3732.11,3,2,3,FALSE,"QUAI's abbreviation is written as ""QUA"" in the notes","K site, but no carc/fd left. 2 lions and hyenas dispersing when arr. No more said about lionesses past that they are dispersing. Session is in two different books, 29v.1 & 29v.2. It's easy to find in 29v.1; in 29v.2 it is on page 257. FAS on CHY 0636-0654",TRUE,,,JMP,15-Apr-14,,,,TRUE
t3739,7,1,3,FALSE,"End time should be 19:13. Lion's age should be changed to ""subadult,"" b/c it is specified as 3 years old in the notes, but male lions do not reach maturity until about 4 years. JJ's abbreviation incorrectly written as ""JUJ"" in 29v.1 notebook","Session in 2 separate notebooks, 29v.1 and 29v.2. In order in 29v.1, on pg. 263 in 29v.2. Events are meshed from both sets of notes, of which there is overlap. Starts raining at 1852, and note above 1850 says ""all in heavy rain storm.""",TRUE,,,JMP,15-Apr-14,,,,FALSE
t37390,4,1,2,TRUE,,"incmplete Cis from 0720-0721 due to tall grass. Fresh adult topi kill. No hyenas are bloody.  Remains are skull some vertebrae and horns. Hyenas fd and then a lion is seen, the hyenas keep fd then lv.",TRUE,TMM,06-May-14,SSM,10-Apr-14,hyenas,hyenas,feed,TRUE
t3740,15,2,3,FALSE,"SCAR not present.SF&SCY present.N ID Hyenas=15.Possibly >2 lions?;@0724 says 2 lions ""are revealed"" 100m - E,but obs' loc relative to other 2 known m's not clear by this pt, so may be talking about same lns (I don't think she is givn use of wd ""revealed"")","Sess split b/w 2 obs,1 in NB 29v.1 from 0655-0817,other from 0620-0731 in NB 30.FAS's on FN (0659-0706) & EN (0710-0817?)by NB 29v.1 obs,on SF (0620-0731)by NB 30 obs.All events r b4 NB29v.1 obs arrives.Cmbis/ovrlanders/trucks disturb 0719-at least 0807",TRUE,,,JMP,15-Apr-14,,,,FALSE
t37404,6,1,3,FALSE,,as observer is leaving female lion is seen 100m away from hyenas.,TRUE,,,SSM,10-Apr-14,,,,TRUE
t3761,,1,2,TRUE,,"lioness has just killed a baby warthog. ""Several"" hyenas so in front of FT (obs doesn't recognize, so must be FT hyenas as assumed by sessioner). No distance",TRUE,,,JMP,16-Apr-14,lions,lions,no,TRUE
t37828,8,1,3,TRUE,,New communal den. Only food present is bone with flesh on it. Female lion is seen so 75m away form hyenas (on the other side if the river).,TRUE,,,SSM,10-Apr-14,hyenas,hyenas,feed,TRUE
t37838,27,5,2,TRUE,,"Incomplete CIs. Adult domestic cow kill. Skull, horns, rib cage, vertebral column are left with some flesh. Hyenas are bloodyand fat,",TRUE,,,SSM,13-Apr-14,lions,hyenas,feed,FALSE
t37841,5,1,3,TRUE,,"fresh topi kill, rib cage, skull, horns, vertebrae without much flesh left. Female lion I assume is an adult?",TRUE,,,SSM,10-Apr-14,lions,hyenas,feed,FALSE
t37893,2,7,2,FALSE,,hyenas are so 100m from a group of 7 lions age/sex unknown.,TRUE,TMM,06-May-14,SSM,10-Apr-14,,,,TRUE
t379,15,,2,FALSE,missing KBK and ED from hyena list.,"lion/s roar in distance the N, not seen. Hyenas orient in the direction of the roar. No intx.",TRUE,,,SSM,12-Jun-14,,,,TRUE
t38121,11,6,2,TRUE,Day is not in session,"incomplete Cis. Fresh zebra kill, head, ribs,spine, and skin intact, lions are bloody. Hyenas are feeding WITH 5 lionesses. At the end hyenas are scattered at various distances from the kill.",TRUE,,,SSM,10-Apr-14,both,lions,feed,FALSE
t38308,3,4,3,TRUE,,"7 maasai are carrying carrying skin/meat of cow, lions are very skinny (don’t know age/sex) follow maasai. Hyenas lope around get within 50m. No one is bloody. Confused as to what has happened.",TRUE,,,SSM,10-Apr-14,none,none,no,TRUE
t38309,1,1,2,FALSE,ALI is no vis,hyena is no vis. Female lion is here.,TRUE,,,SSM,10-Apr-14,,,,TRUE
t38490,20,2,2,TRUE,Lions are adults,Imcomplete CIs. Adult male tommi kill. Hyenas are very bloody. 0750-0756 feeding FAS on KIER. Video for this session,TRUE,,,SSM,15-Apr-14,lions,hyenas,feed,FALSE
t38556,15,8,2,TRUE,,"incomplete CIs. 2 separate kills only 70m apart! Adult gnus, notes say probably lion kills, 4 lionesses eat on one kill and 4 lionesses eat on the second. Very fresh.",TRUE,TMM,06-May-14,SSM,15-Apr-14,lions,both,feed,FALSE
t38590,3,1,3,TRUE,,"gnu kill site. Head, spine, and ribs with flesh left. Hyena is bloody",TRUE,,,SSM,10-Apr-14,lions,hyenas,feed,FALSE
t38604,24,1,2,TRUE,,"fresh zebra kill. Not much left, hyenas spread apart. Hyenas are bloody.",TRUE,,,SSM,10-Apr-14,hyenas,hyenas,feed,FALSE
t38613,1,1,1,FALSE,,"unID male lion 150m away from LDV, lion scent marks.",TRUE,,,SSM,10-Apr-14,,,,TRUE
t38652,30,7,2,TRUE,there are 4 female lions,Incomplete CIs from 0706-0749. lions feed on fresh zebra kill.,TRUE,,,SSM,15-Apr-14,lions,lions,feed,FALSE
t38704,2,4,2,FALSE,,"ldv st/lk 75m from lions, ade st/lk 100m from lions.",TRUE,TMM,06-May-14,SSM,10-Apr-14,,,,TRUE
t39072,4,1,3,TRUE,,adult lionsess so by gnu carcass. At the end of session everyone goes oos. Although food is present no one is seen eating.,TRUE,,,SSM,10-Apr-14,lions,lions,no,TRUE
t40840-mr,6,1,1,TRUE,end time should be 8:01,"lion eating a topi kill. No hyenas bloody. Just list hyenas ""is here"". No intx.",TRUE,,,SSM,25-Apr-16,lions,lions,no,TRUE
t40868-mr,4,3,2,FALSE,,3 lions so 100m form hyenas. No intx.,TRUE,,,SSM,25-Apr-16,,,,TRUE
t40955-mr,1,1,2,FALSE,,FAS? Lioness app 150m . No intx.,TRUE,,,SSM,18-Apr-16,,,,TRUE
t40956-mr,11,1,3,FALSE,,0638  ad male lion wlk twd hyenas 600m NW. 0705 lion oos. No intx.,TRUE,,,SSM,18-Apr-16,,,,TRUE
t40963-mr,4,1,2,TRUE,,ad male lion in bushes <150m from hyenas. Carc in bushes wildabeest. Lion going in and out of sight hyenas are nervous. Hyenas get scraps and feed.,TRUE,,,SSM,18-Apr-16,lions,lions,feed,FALSE
t41046-mr,18,1,2,TRUE,,recent wildabeest calf kill. Hyenas fat and bloody. Just started fding.,TRUE,,,SSM,18-Apr-16,hyenas,lions,feed,FALSE
t41056-mr,1,1,1,FALSE,end time should be 8:22,nana no vis. Lion so within 100m. No intx.,TRUE,,,SSM,20-Apr-16,,,,TRUE
t41068-mr,11,1,2,TRUE,,carc. Wildabeest? Ad male lion 40m from carc. Obs arr as hyenas are running away from carc/lion/cars spooked. Hyenas have skin and leg. Hyenas are bloody. No intx.,TRUE,,,SSM,20-Apr-16,hyenas,none,feed,TRUE
t41077-mr,8,1,2,FALSE,,incomplete Cis due to darkness. 5:58 obs sees male lion wihtin 100m from heynas. Obs later says lioness not sure if this is a mistake and they meant male lion,TRUE,,,SSM,20-Apr-16,,,,FALSE
t41163-mr,8,2,2,FALSE,,2 female lions so NW 70m away. FAS PEA 1733-1803,TRUE,,,SSM,20-Apr-16,,,,FALSE
t41294-mr,14,1,2,TRUE,,FAS NANA 1420-2020. hyena fd scraps is all mentioned of food. No intx,TRUE,,,SSM,25-Apr-16,hyenas,hyenas,scraps,TRUE
t41307-mr,,7,1,TRUE,,"at least 13 hyenas at scene, many fding on fresh wildabeest carc. One lioness sit 75m carc at 19:09. unsure the number of hyenas. Incomplete Cis due to darkness. Doesn’t say if lions fd at end",TRUE,,,SSM,23-Apr-16,hyenas,,feed,FALSE
t41336-mr,4,1,3,TRUE,,"large ad zebra carc.  Most of head,neck,ribs,fore legs remain. Not fresh no hyenas bloody. Ad male lion 125 m from carc. No intx.",TRUE,,,SSM,18-Apr-16,hyenas,hyenas,feed,TRUE
t41385-mr,24,1,2,TRUE,,FAS back 0000-0640. incomplete Cis until 0600. at 0519 kill was made by hyenas wildabeest calf kill.,TRUE,,,SSM,23-Apr-16,hyenas,lions,feed,FALSE
t41386-mr,1,2,2,TRUE,end time should be 6:49,2 ad male lions have a stolen carc from earlier. CHAC wan 80m from lions. No intx.,TRUE,,,SSM,23-Apr-16,lions,lions,no,TRUE
t41389-mr,2,2,2,TRUE,,2 male lions (notes say same from earlier) fd on gnu carc. TRT wlk 80m and ATAR wlk 40m. No intx.,TRUE,,,SSM,23-Apr-16,lions,lions,no,TRUE
t41487-mr,19,1,2,FALSE,,male lion lope 100m from hyenas. Hyenas disperse when lion app. No fd. No intx. Obs says maybe remains of a clan war or border patrol.,TRUE,,,SSM,23-Apr-16,,,,TRUE
t41496-mr,2,1,2,FALSE,,0627 CHAC lv.,TRUE,,,SSM,23-Apr-16,,,,FALSE
t41579-mr,9,3,2,FALSE,,2 ad male lions so 80m from hyenas. No intx.,TRUE,,,SSM,23-Apr-16,,,,TRUE
t41702-mr,10,1,2,TRUE,,FAS LBG 1415-2120. at 1620 lioness emerge form int L and kills baby warthog 100m from hyenas.,TRUE,,,SSM,23-Apr-16,lions,lions,no,FALSE
t41712-mr,3,2,2,FALSE,,2 lionesses within 200m of hyenas. Hyenas are alert but so. Lioness oos 300m from hyenas at 0713.  no intx.,TRUE,,,SSM,23-Apr-16,,,,TRUE
t41714-mr,12,6,2,TRUE,,"lions fd on fresh ad zebra carc. Hyenas so 100m (closest)from carc. No hyenas are bloody, may be fding on rumen. Incomplete Cis 0938-0945. no intx.",TRUE,,,SSM,25-Apr-16,lions,both,feed,TRUE
t41826-mr,7,7,2,FALSE,,FAS FROG 0631-0654. 0645 3 female lions wlk 200m N-D. 0656 (mistake in time recorded in notes?) 4 more female lions wlk 300m SW-D. no intx.,TRUE,,,SSM,09-May-16,,,,TRUE
